x,y,z,vx,vy,vz
-9.714587211608887,18.10010528564453,-1.4234330654144287,170.84593200683594,96.39937591552734,-2.458090305328369
-7.946756362915039,18.974742889404297,-1.4372141361236572,179.9158477783203,77.16059112548828,-0.28249818086624146
-6.096846580505371,19.651477813720703,-1.4289965629577637,187.1423797607422,57.11100769042969,1.9064021110534668
-4.1838226318359375,20.122913360595703,-1.3988038301467896,192.42335510253906,36.42415237426758,4.079670429229736
-2.2275893688201904,20.383630752563477,-1.3468873500823975,195.7230224609375,15.292619705200195,6.217579364776611
-0.24857041239738464,20.43002700805664,-1.2737174034118652,196.9745330810547,-6.13454008102417,8.303919792175293
1.7326170206069946,20.25942039489746,-1.1799148321151733,196.12448120117188,-27.73880386352539,10.317745208740234
3.694521903991699,19.871479034423828,-1.0661729574203491,193.1439208984375,-49.27661895751953,12.26688003540039
5.615459442138672,19.267780303955078,-0.9334177374839783,188.0030517578125,-70.56497955322266,14.081165313720703
7.473995685577393,18.451326370239258,-0.7830020785331726,180.70040893554688,-91.49813079833984,15.771271705627441
9.24765396118164,17.426794052124023,-0.6163303852081299,171.14517211914062,-111.85753631591797,17.28963851928711
10.913776397705078,16.200973510742188,-0.43581193685531616,159.36692810058594,-131.43101501464844,18.5108699798584
12.450002670288086,14.78322696685791,-0.24470703303813934,145.35604858398438,-149.90823364257812,19.356969833374023
13.71494197845459,13.338058471679688,-0.06578792631626129,130.68917846679688,-165.6007537841797,19.668392181396484
14.941559791564941,11.589765548706055,0.1320934295654297,112.53043365478516,-181.29249572753906,19.549177169799805
15.97465991973877,9.693172454833984,0.3258926272392273,92.31240844726562,-195.0084228515625,18.82745933532715
16.794933319091797,7.669101715087891,0.5089459419250488,70.3170394897461,-206.53834533691406,17.450769424438477
17.386198043823242,5.541932106018066,0.6759151816368103,46.88167190551758,-215.46665954589844,15.65761947631836
17.735017776489258,3.3386340141296387,0.8229936361312866,22.226802825927734,-221.5834197998047,13.491096496582031
17.830907821655273,1.0888714790344238,0.9466238021850586,-3.29365873336792,-224.69290161132812,11.00954818725586
17.666908264160156,-1.1760749816894531,1.0439963340759277,-29.319643020629883,-224.5420684814453,8.292572975158691
17.24054527282715,-3.4228296279907227,1.112749457359314,-55.322845458984375,-221.1070556640625,5.310561180114746
16.55436134338379,-5.618001461029053,1.1509225368499756,-80.82064819335938,-214.29412841796875,2.237061023712158
15.615920066833496,-7.727937698364258,1.157399296760559,-105.34565734863281,-204.17864990234375,-0.9681335687637329
14.436908721923828,-9.719852447509766,1.1314277648925781,-128.50314331054688,-190.88087463378906,-4.186517715454102
13.034415245056152,-11.56274127960205,1.0733132362365723,-149.66085815429688,-174.64450073242188,-7.339424133300781
11.583768844604492,-13.0852632522583,0.9933504462242126,-166.8985137939453,-157.6212921142578,-10.096055030822754
9.81795883178711,-14.569279670715332,0.8771299123764038,-183.34341430664062,-136.755615234375,-12.93905258178711
7.9005351066589355,-15.833240509033203,0.733686625957489,-196.94480895996094,-113.98595428466797,-15.508585929870605
5.861417293548584,-16.8609676361084,0.566203236579895,-207.48025512695312,-89.9197769165039,-17.697933197021484
3.7322046756744385,-17.641271591186523,0.37876659631729126,-214.84010314941406,-64.92687225341797,-19.441259384155273
1.5454320907592773,-18.167049407958984,0.17663966119289398,-218.89231872558594,-39.49319839477539,-20.585535049438477
-0.6659539937973022,-18.436744689941406,-0.033296845853328705,-219.7999725341797,-14.085348129272461,-20.958721160888672
-2.871891975402832,-18.452295303344727,-0.24349041283130646,-217.79249572753906,10.886293411254883,-20.721036911010742
-5.042863845825195,-18.220367431640625,-0.4486866891384125,-212.90835571289062,35.00135803222656,-19.897518157958984
-7.151625156402588,-17.75079917907715,-0.6427262425422668,-205.47779846191406,58.03956985473633,-18.600147247314453
-9.174019813537598,-17.055727005004883,-0.8224809169769287,-195.7713623046875,79.73737335205078,-17.042022705078125
-11.087635040283203,-16.149646759033203,-0.9849109053611755,-183.91319274902344,99.93740844726562,-15.180935859680176
-12.871859550476074,-15.04847526550293,-1.128002405166626,-170.1240692138672,118.47008514404297,-13.203980445861816
-14.366486549377441,-13.892559051513672,-1.2402006387710571,-156.15821838378906,133.78143310546875,-11.30788803100586
-15.855839729309082,-12.467979431152344,-1.3433505296707153,-139.40225219726562,148.83551025390625,-9.16551399230957
-17.170169830322266,-10.901111602783203,-1.4246193170547485,-121.4214096069336,161.9821319580078,-6.972517490386963
-18.298011779785156,-9.212241172790527,-1.4838498830795288,-102.40215301513672,173.08828735351562,-4.785009860992432
-19.22954559326172,-7.421655178070068,-1.5211282968521118,-82.46675109863281,182.16346740722656,-2.6286816596984863
-19.957012176513672,-5.550058364868164,-1.5369676351547241,-61.91138458251953,189.16680908203125,-0.5171990394592285
-20.474960327148438,-3.618494749069214,-1.5316722393035889,-40.88025665283203,194.07363891601562,1.5641242265701294
-20.779062271118164,-1.648236632347107,-1.505591630935669,-19.46933937072754,196.8660888671875,3.6035149097442627
-20.86642074584961,0.3399795889854431,-1.4589403867721558,2.1383583545684814,197.60629272460938,5.637849807739258
-20.736270904541016,2.324779510498047,-1.3924424648284912,23.69725799560547,196.20152282714844,7.547030448913574
